,belongs_to_collection,budget,genres,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
4471,,0.0,[],"Szeretlek, mint állat",1.012,[],[],2018-12-27,0.0,94.0,Love you like an animal,0.0,0.0
4472,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Copacabana - Auschwitz,0.6,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",2018-08-01,0.0,12.0,Copacabana - Auschwitz,0.0,0.0
4473,,500.0,"[{'id': 27, 'name': 'Horror'}]",Cat Food,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-03,0.0,1.0,Cat Food,0.0,0.0
4474,,25.0,[],Her Gift,0.6,"[{'id': 118374, 'logo_path': None, 'name': 'Film Starter Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-19,0.0,17.0,Her Gift,0.0,0.0
4475,,0.0,[],Dream Delivery,0.6,[],"[{'iso_3166_1': 'CN', 'name': 'China'}]",2018-11-29,0.0,9.0,Dream Delivery,0.0,0.0
4476,,5.0,[],Balbalah,0.6,[],[],2018-04-06,0.0,,Balbalah,0.0,0.0
4477,,0.0,[],Primordial Light,0.6,[],[],2018-03-01,0.0,3.0,Primordial Light,0.0,0.0
4478,,0.0,[],Absences,0.6,[],[],2018-03-01,0.0,5.0,Absences,0.0,0.0
4479,,0.0,[],Seohwa,0.6,[],[],2018-07-05,0.0,8.0,Seohwa,0.0,0.0
4480,,0.0,[],Flows,0.6,[],[],2018-10-10,0.0,5.0,Flows,0.0,0.0
4481,,,,,,,,,,,,,
4482,,0.0,[],Imago Mundi,0.6,[],[],2018-03-01,0.0,7.0,Imago Mundi,0.0,0.0
4483,,0.0,[],A Voyage to the Dark,0.6,[],[],2018-06-05,0.0,7.0,A Voyage to the Dark,0.0,0.0
4484,,0.0,"[{'id': 16, 'name': 'Animation'}]",Submerso,0.6,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2018-06-01,0.0,5.0,Submerso,0.0,0.0
4485,,0.0,"[{'id': 99, 'name': 'Documentary'}]",On the Record: 5 Seconds of Summer - Youngblood (Explicit),0.6,"[{'id': 14801, 'logo_path': '/bnlD5KJ5oSzBYbEpDkwi6w8SoBO.png', 'name': 'Apple Inc.', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-11,0.0,20.0,On the Record: 5 Seconds of Summer - Youngblood (Explicit),0.0,0.0
4486,,0.0,[],Wild Window: Beneath the Sea,0.6,[],[],2018-09-16,0.0,,Wild Window: Beneath the Sea,0.0,0.0
4487,,0.0,"[{'id': 18, 'name': 'Drama'}]",Love and Other Places,0.681,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-11-02,0.0,10.0,Love and Other Places,0.0,0.0
4488,,0.0,[],Antartica Por Um Ano,0.6,[],[],2018-05-24,0.0,97.0,Antartica Por Um Ano,0.0,0.0
4489,,0.0,"[{'id': 27, 'name': 'Horror'}]",Inside,0.6,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2018-01-01,0.0,1.0,Inside,0.0,0.0
4490,,0.0,[],CRIP TIME,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-01,0.0,10.0,CRIP TIME,0.0,0.0
4491,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Birth of a Nation,0.6,"[{'id': 54656, 'logo_path': None, 'name': 'James Benning', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-04,0.0,3.0,Birth of a Nation,0.0,0.0
4492,,0.0,[],Wildness of Waves,0.6,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2018-01-01,0.0,18.0,Wildness of Waves,0.0,0.0
4493,,0.0,[],Stolen Glory: The Tale of Porky Brooke,0.669,[],[],2018-01-01,0.0,,Stolen Glory: The Tale of Porky Brooke,0.0,0.0
4494,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Glorious Story of Castles,0.6,"[{'id': 36673, 'logo_path': None, 'name': 'Peignoir Prod', 'origin_country': ''}]",[],2018-11-01,0.0,,The Glorious Story of Castles,0.0,0.0
4495,,0.0,"[{'id': 18, 'name': 'Drama'}]",The Idea of Manhood,0.698,[],[],2018-04-06,0.0,73.0,The Idea of Manhood,0.0,0.0
4496,,0.0,[],The…,0.682,[],[],2018-11-12,0.0,,The…,0.0,0.0
4497,,0.0,[],Ghosts of the République,0.6,[],[],2018-08-30,0.0,,Ghosts of the République,0.0,0.0
4498,,0.0,[],Chicks on Boards,0.6,[],[],2018-04-04,0.0,78.0,Chicks on Boards,0.0,0.0
4499,,0.0,[],Good Kids,0.6,"[{'id': 118256, 'logo_path': None, 'name': 'Luminous Coast', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-18,0.0,16.0,Good Kids,0.0,0.0
4500,,0.0,"[{'id': 18, 'name': 'Drama'}]",Viceroy,0.6,[],[],2018-03-25,0.0,21.0,Viceroy,0.0,0.0
4501,,0.0,[],My First Film,0.6,[],[],2018-11-03,0.0,75.0,My First Film,0.0,0.0
4502,,,,,,,,,,,,,
4503,,0.0,[],24(Twenty-Four) Burned Eyelashes,0.6,[],[],2018-06-30,0.0,2.0,24(Twenty-Four) Burned Eyelashes,0.0,0.0
4504,,0.0,[],2000 Women Named Stacy,0.6,[],[],2018-11-07,0.0,10.0,2000 Women Named Stacy,0.0,0.0
4505,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",Woman on the Edge,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-24,0.0,,Woman on the Edge,0.0,0.0
4506,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Derby,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-01,0.0,15.0,The Derby,0.0,0.0
4507,,0.0,"[{'id': 27, 'name': 'Horror'}]",The Shadow,0.821,[],[],2018-02-10,0.0,8.0,The Shadow,0.0,0.0
4508,,0.0,[],The Unconditional,0.821,[],[],2018-04-12,0.0,29.0,The Unconditional,0.0,0.0
4509,,0.0,[],she's not gonna get more dead,0.6,[],[],2018-01-01,0.0,6.0,she's not gonna get more dead,0.0,0.0
4510,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Who Put The Klan Into Ku Klux Klan,0.6,[],[],2018-02-08,0.0,58.0,Who Put The Klan Into Ku Klux Klan,0.0,0.0
4511,,3500.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",Nostalgia,0.678,"[{'id': 118186, 'logo_path': None, 'name': 'Monarch Motion Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-22,0.0,16.0,Nostalgia,0.0,0.0
4512,,0.0,[],Dark Specter 2,0.677,[],[],2018-09-03,0.0,10.0,Dark Specter 2,0.0,0.0
4513,,0.0,[],When I Die the World Ends,0.84,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2018-01-27,0.0,16.0,When I Die the World Ends,0.0,0.0
4514,,0.0,"[{'id': 18, 'name': 'Drama'}]",Just One More,0.673,[],[],2018-06-12,0.0,,Just One More,0.0,0.0
4515,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Zagros,0.6,[],[],2018-11-10,0.0,58.0,Zagros,0.0,0.0
4516,,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Only A Switch,0.84,[],[],2018-10-12,0.0,75.0,Only A Switch,0.0,0.0
4517,,0.0,[],Temp Girl,0.6,[],[],2018-01-01,0.0,16.0,Temp Girl,0.0,0.0
4518,,0.0,[],Dead De La Crème,0.671,[],[],2018-04-20,0.0,,Dead De La Crème,0.0,0.0
4519,,0.0,[],¡Allá vienen!,0.6,[],"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2018-08-23,0.0,8.0,¡Allá vienen!,0.0,0.0
4520,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Tunga: the Forgetfulness of the Passions,0.6,[],[],2018-05-09,0.0,73.0,Tunga: o Esquecimento das Paixões,0.0,0.0
4521,,0.0,"[{'id': 99, 'name': 'Documentary'}]",City Dreamers,0.6,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-11-10,0.0,80.0,City Dreamers,0.0,0.0
4522,,0.0,"[{'id': 28, 'name': 'Action'}]",Blood-Club Dolls 1,0.829,[],[],2018-10-13,0.0,84.0,Blood-Club Dolls 1,0.0,0.0
4523,,,,,,,,,,,,,
4524,,,,,,,,,,,,,
4525,,0.0,[],"Love, Joy",0.6,[],[],2018-05-14,0.0,26.0,"Love, Joy",0.0,0.0
4526,,0.0,[],Belle Mar Drive,0.6,[],[],2018-04-08,0.0,8.0,Belle Mar Drive,0.0,0.0
4527,,0.0,[],A Laugh With Friends,0.6,[],[],2018-03-29,0.0,4.0,A Laugh With Friends,0.0,0.0
4528,,0.0,[],Fight Club: Des Moines,0.6,[],[],2018-03-04,0.0,5.0,Fight Club: Des Moines,0.0,0.0
4529,,0.0,[],The Proposal,0.6,[],[],2018-02-27,0.0,5.0,The Proposal,0.0,0.0
4530,,0.0,[],The Ocean,0.6,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-12-14,0.0,4.0,The Ocean,0.0,0.0
4531,,0.0,[],BreastFriends,0.6,[],"[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",2018-08-05,0.0,18.0,BreastFriends,0.0,0.0
4532,,0.0,[],Hombre bajo la lluvia,0.6,[],"[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",2018-11-11,0.0,12.0,Hombre bajo la lluvia,0.0,0.0
4533,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The Game Is Dirty,0.6,[],[],2018-10-10,0.0,53.0,The Game Is Dirty,0.0,0.0
4534,,0.0,[],Jess,0.84,[],[],2018-08-20,0.0,11.0,Jess,0.0,0.0
4535,,0.0,[],Take It Down,0.6,[],[],2018-01-01,0.0,13.0,Take It Down,0.0,0.0
4536,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Feel of Vision,0.6,"[{'id': 118024, 'logo_path': None, 'name': 'Blueline Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-05,0.0,26.0,Feel of Vision,0.0,0.0
4537,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",Pulsar,1.024,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-05-02,0.0,17.0,Pulsar,0.0,0.0
4538,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Bruce,0.6,"[{'id': 49261, 'logo_path': '/76fTTVFWNkXxSfy6kOviJ1OtFDT.png', 'name': 'Comedy Dynamics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-27,0.0,70.0,Bruce,0.0,0.0
4539,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Spiders,0.6,[],[],2018-01-01,0.0,11.0,Spiders,0.0,0.0
4540,,0.0,[],E T A,0.6,[],[],2018-01-24,0.0,5.0,E T A,0.0,0.0
4541,,0.0,[],Tin Holiday,0.6,[],[],2018-10-27,0.0,90.0,Tin Holiday,0.0,0.0
4542,,0.0,"[{'id': 10402, 'name': 'Music'}]",Blues Caravan 2018,0.88,"[{'id': 81523, 'logo_path': None, 'name': 'Ruf Records', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2018-09-20,0.0,,Blues Caravan 2018,0.0,0.0
4543,,0.0,[],Cream,0.6,[],[],2018-01-01,0.0,6.0,Cream,0.0,0.0
4544,,0.0,[],Childlike,0.6,[],[],2018-10-09,0.0,7.0,Childlike,0.0,0.0
4545,,,,,,,,,,,,,
4546,,0.0,[],Screen Romance,0.6,[],[],2018-04-06,0.0,5.0,Screen Romance,0.0,0.0
4547,,0.0,"[{'id': 99, 'name': 'Documentary'}]",I Saw Him There,0.633,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-10-22,0.0,4.0,I Saw Him There,0.0,0.0
4548,,0.0,"[{'id': 99, 'name': 'Documentary'}]",After the American Election,0.633,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-10-22,0.0,3.0,After the American Election,0.0,0.0
4549,,0.0,[],Tadpole,0.627,[],[],2018-08-16,0.0,8.0,Tadpole,0.0,0.0
4550,,0.0,[],The Killer and the Kid,0.6,[],[],2018-03-09,0.0,11.0,The Killer and the Kid,0.0,0.0
4551,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",Nickelodeon 90's: Forever Faves,0.6,[],[],2018-10-29,0.0,136.0,Nickelodeon 90's: Forever Faves,0.0,0.0
4552,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Court of Appeals,0.84,[],[],2018-01-01,0.0,117.0,Court of Appeals,0.0,0.0
4553,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Artist Depiction,0.683,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-09,0.0,82.0,Artist Depiction,0.0,0.0
4554,,0.0,"[{'id': 878, 'name': 'Science Fiction'}]",Black Flowers,0.679,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-10-07,0.0,106.0,Black Flowers,0.0,0.0
4555,,0.0,"[{'id': 27, 'name': 'Horror'}]",Can't See Me Love You,0.634,[],"[{'iso_3166_1': 'CN', 'name': 'China'}]",2018-11-02,0.0,85.0,Can't See Me Love You,0.0,0.0
4556,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Fool,0.894,[],[],2018-08-24,0.0,65.0,The Fool,0.0,0.0
4557,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",Cheating Death,0.6,[],[],2018-03-21,0.0,1.0,Cheating Death,0.0,0.0
4558,"{'id': 598942, 'name': 'Mali - By: Malky Weingarten', 'poster_path': None, 'backdrop_path': '/8baLS6jJKxJ3CqC3f0LZD6OSbYP.jpg'}",0.0,[],Mali 3: She's Mine,0.6,"[{'id': 117759, 'logo_path': None, 'name': 'Malky Weingarten Production', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-01,0.0,,Mali 3: She's Mine,0.0,0.0
4559,,0.0,[],Alice & Iza,0.684,[],[],2018-12-15,0.0,24.0,Alice & Iza,0.0,0.0
4560,,0.0,[],Your Healing Is Killing Me,0.6,[],[],2018-06-29,0.0,4.0,Your Healing Is Killing Me,0.0,0.0
4561,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",Way Out,0.6,[],[],2018-05-28,0.0,1.0,Way Out,0.0,0.0
4562,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6 Children & 1 Grandfather,2.675,"[{'id': 117784, 'logo_path': None, 'name': 'Movie On Pictures', 'origin_country': ''}, {'id': 117785, 'logo_path': None, 'name': 'Movie On Pictures International Holding', 'origin_country': ''}, {'id': 69347, 'logo_path': None, 'name': 'ITN Distribution', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-01-01,0.0,105.0,6 Children & 1 Grandfather,0.0,0.0
4563,,0.0,[],A Royal Heart,0.6,[],[],2018-07-31,0.0,22.0,A Royal Heart,0.0,0.0
4564,,0.0,"[{'id': 18, 'name': 'Drama'}]",We Only Know So Much,0.83,"[{'id': 117780, 'logo_path': None, 'name': 'Clean Slate Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-23,0.0,88.0,We Only Know So Much,0.0,0.0
4565,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Out of the Cradle,1.745,"[{'id': 10038, 'logo_path': '/nCueXKwYIEXrZ5ofqSJBO1YcmRr.png', 'name': 'Square Enix', 'origin_country': 'JP'}, {'id': 96320, 'logo_path': '/mRs4TJMjhSbeEX893pPA3JDHjsy.png', 'name': 'CuriosityStream', 'origin_country': 'US'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-01,0.0,116.0,Out of the Cradle,0.0,0.0
4566,,,,,,,,,,,,,
4567,,,,,,,,,,,,,
4568,,0.0,"[{'id': 18, 'name': 'Drama'}]",Julius Caesar,0.658,"[{'id': 5845, 'logo_path': None, 'name': 'Royal Shakespeare Company', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-04-01,0.0,161.0,Julius Caesar,0.0,0.0
4569,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Denver Mountain Parks,0.6,[],[],2018-01-25,0.0,,Denver Mountain Parks,0.0,0.0
4570,,0.0,"[{'id': 16, 'name': 'Animation'}]",Proliferation 2018,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-26,0.0,3.0,Proliferation 2018,0.0,0.0
4571,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Strange Magic,0.619,"[{'id': 10932, 'logo_path': '/jDiTLxS5aaANB50g3UMZyku3cu5.png', 'name': 'The Criterion Collection', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-24,0.0,13.0,Strange Magic,0.0,0.0
4572,,0.0,[],Room to Grow,0.83,[],[],2018-10-27,0.0,87.0,Room to Grow,0.0,0.0
4573,,0.0,[],Confluencia,0.6,[],"[{'iso_3166_1': 'UY', 'name': 'Uruguay'}]",2018-12-17,0.0,15.0,Confluencia,0.0,0.0
4574,,0.0,"[{'id': 10402, 'name': 'Music'}]",Unruly Child: Unhinged - Live from Milan,0.6,[],[],2018-02-23,0.0,,Unruly Child: Unhinged - Live from Milan,0.0,0.0
4575,,0.0,"[{'id': 27, 'name': 'Horror'}]",Blackwood,0.821,[],"[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-04-04,0.0,11.0,Blackwood,0.0,0.0
4576,,0.0,"[{'id': 18, 'name': 'Drama'}]",Bud,0.6,[],"[{'iso_3166_1': 'SG', 'name': 'Singapore'}]",2018-11-02,0.0,8.0,Bud,0.0,0.0
4577,,0.0,[],The Bed and the Street,0.6,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-10-28,0.0,5.0,The Bed and the Street,0.0,0.0
4578,,0.0,"[{'id': 18, 'name': 'Drama'}]",Americano,0.84,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-14,0.0,25.0,Americano,0.0,0.0
4579,,0.0,[],A Trans With a Movie Camera,0.6,[],[],2018-05-17,0.0,14.0,A Trans With a Movie Camera,0.0,0.0
4580,,0.0,[],Splish Splash,0.6,[],[],2018-09-22,0.0,2.0,Splish Splash,0.0,0.0
4581,,0.0,"[{'id': 10749, 'name': 'Romance'}]",Already Lucky,0.678,"[{'id': 117588, 'logo_path': None, 'name': 'Cary Sandoval Films', 'origin_country': ''}]",[],2018-09-21,0.0,78.0,Already Lucky,0.0,0.0
4582,,0.0,[],INEVITABLE SUBLIME CHAOS,0.6,[],[],2018-06-26,0.0,1.0,INEVITABLE SUBLIME CHAOS,0.0,0.0
4583,,0.0,"[{'id': 878, 'name': 'Science Fiction'}]","USE: Ultimate Social Experiment, Survival Mode",0.6,[],[],2018-09-01,0.0,81.0,"USE: Ultimate Social Experiment, Survival Mode",0.0,0.0
4584,,0.0,[],Thank You Mother,0.6,[],[],2018-12-20,0.0,42.0,Thank You Mother,0.0,0.0
4585,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Viral Beauty,0.83,[],[],2018-10-19,0.0,90.0,Viral Beauty,0.0,0.0
4586,,0.0,[],Yanni - Acropolis 25,0.6,[],[],2018-11-23,0.0,,Yanni - Acropolis 25,0.0,0.0
4587,,0.0,"[{'id': 18, 'name': 'Drama'}]",Clear Sky,0.6,[],"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2018-12-10,0.0,123.0,Clear Sky,0.0,0.0
4588,,0.0,[],ANNUL,0.6,[],[],2018-07-30,0.0,4.0,ANNUL,0.0,0.0
4589,,0.0,[],CLEARING,0.6,[],[],2018-04-15,0.0,3.0,CLEARING,0.0,0.0
4590,,0.0,[],When Obama Loved Osama,0.6,[],[],2018-07-27,0.0,,When Obama Loved Osama,0.0,0.0
4591,,0.0,[],Take the Hill,0.681,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-07,0.0,,Take the Hill,0.0,0.0
4592,,0.0,"[{'id': 99, 'name': 'Documentary'}]","Mama,mama",0.6,[],[],2018-10-12,0.0,9.0,"Mama,mama",0.0,0.0
4593,,69.0,"[{'id': 35, 'name': 'Comedy'}]",Where the Heck Is Ricky Saunders?,0.6,[],[],2018-12-07,0.0,9.0,Where the Heck Is Ricky Saunders?,0.0,0.0
4594,,0.0,"[{'id': 99, 'name': 'Documentary'}]",A Study of Fly,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-14,0.0,12.0,A Study of Fly,0.0,0.0
4595,,50000.0,"[{'id': 27, 'name': 'Horror'}]",8 Ball Clown,1.4,[],[],2018-09-01,0.0,96.0,8 Ball Clown,0.0,0.0
4596,,0.0,[],In Love with Ally Barker,0.716,[],[],2018-11-02,0.0,107.0,In Love with Ally Barker,0.0,0.0
4597,,0.0,[],126,0.6,[],[],2018-04-11,0.0,3.0,126,0.0,0.0
4598,,0.0,"[{'id': 16, 'name': 'Animation'}]",Snake With a Mouth Sawn Shut,0.636,[],[],2018-11-13,0.0,9.0,Snake With a Mouth Sawn Shut,0.0,0.0
4599,,0.0,"[{'id': 16, 'name': 'Animation'}]","One Need Not Be a House, The Brain Has Corridors",0.627,[],[],2018-08-15,0.0,8.0,"One Need Not Be a House, The Brain Has Corridors",0.0,0.0
4600,,0.0,"[{'id': 16, 'name': 'Animation'}]",Worship,0.6,[],[],2018-10-09,0.0,5.0,Worship,0.0,0.0
4601,,50.0,"[{'id': 16, 'name': 'Animation'}, {'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",Mind of an Artist - Don MCCullin,0.6,"[{'id': 117399, 'logo_path': None, 'name': 'University of the Arts London', 'origin_country': ''}]",[],2018-12-20,0.0,2.0,Mind of an Artist - Don MCCullin,0.0,0.0
4602,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",Turn On,0.672,"[{'id': 117395, 'logo_path': None, 'name': '76 LTD', 'origin_country': ''}, {'id': 117396, 'logo_path': None, 'name': 'Absolute Post', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-05-09,0.0,2.0,Turn On,0.0,0.0
4603,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}]",Blind Mice,0.626,"[{'id': 126000, 'logo_path': None, 'name': 'Pox Films, Inc.', 'origin_country': ''}]",[],2018-07-30,0.0,9.0,Blind Mice,0.0,0.0
4604,,28.0,"[{'id': 99, 'name': 'Documentary'}]",Postcards from India,0.6,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2018-05-11,0.0,75.0,Postcards from India,0.0,0.0
4605,,0.0,[],Aliens and Agenda 21,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-13,0.0,112.0,Aliens and Agenda 21,0.0,0.0
4606,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Creek Sessions,0.6,"[{'id': 11124, 'logo_path': None, 'name': 'Stept Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-19,0.0,7.0,The Creek Sessions,0.0,0.0
4607,,0.0,[],Thara,0.6,[],"[{'iso_3166_1': 'HN', 'name': 'Honduras'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-08-17,0.0,14.0,Thara,0.0,0.0
4608,,0.0,[],AIDS Diva: the Legend of Connie Norman,0.6,[],[],2018-07-17,0.0,45.0,AIDS Diva: the Legend of Connie Norman,0.0,0.0
4609,,0.0,[],Amazing Fantasy,0.6,[],[],2018-01-01,0.0,3.0,Amazing Fantasy,0.0,0.0
4610,,,,,,,,,,,,,
4611,,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",The X Species,0.691,"[{'id': 117325, 'logo_path': None, 'name': 'Freespark Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-01,0.0,90.0,The X Species,0.0,0.0
4612,,0.0,[],In My Mother's Closet,0.671,[],[],2018-03-15,0.0,13.0,In My Mother's Closet,0.0,0.0
4613,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",My dear Marthandam,1.012,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2018-12-29,0.0,,My dear Marthandam,0.0,0.0
4614,,0.0,[],After 82,0.637,[],[],2018-11-24,0.0,97.0,After 82,0.0,0.0
4615,,0.0,"[{'id': 28, 'name': 'Action'}]",Challenge of Five Gauntlets,0.84,"[{'id': 50983, 'logo_path': None, 'name': 'KillerWolf Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-26,0.0,84.0,Challenge of Five Gauntlets,0.0,0.0
4616,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Jaddoland,0.6,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-25,0.0,88.0,Jaddoland,0.0,0.0
4617,,0.0,[],Forgotten Tragedy: The Story of the St. Francis Dam,0.906,[],[],2018-11-30,0.0,74.0,Forgotten Tragedy: The Story of the St. Francis Dam,0.0,0.0
4618,,0.0,[],None of the Above,0.6,[],[],2018-06-23,0.0,16.0,None of the Above,0.0,0.0
4619,,0.0,[],Transient,0.6,[],[],2018-09-02,0.0,3.0,Transient,0.0,0.0
4620,,0.0,[],Queer Babel,0.6,[],[],2018-11-18,0.0,10.0,Queer Babel,0.0,0.0
4621,,0.0,[],Introduction to Alchemy,0.6,[],[],2018-11-25,0.0,2.0,Introduction to Alchemy,0.0,0.0
4622,,0.0,[],Power Meri,0.6,[],[],2018-09-15,0.0,78.0,Power Meri,0.0,0.0
4623,,0.0,[],For All Audiences,0.6,[],[],2018-01-01,0.0,3.0,For All Audiences,0.0,0.0
4624,,0.0,[],Sorry About Your Wife,0.84,"[{'id': 117230, 'logo_path': None, 'name': 'Kite Rock Pictures', 'origin_country': ''}, {'id': 117231, 'logo_path': None, 'name': 'Virgin Soil Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-15,0.0,6.0,Sorry About Your Wife,0.0,0.0
