,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
2249,4.837,43,False,/xibKd8E4WefIqnwujHCJxd3sWBC.jpg,520370,False,/qZNqjsuBgPlXrLk8giFahZagiNh.jpg,en,The American Meme,[99],The American Meme,6.0,"Paris Hilton, the Fat Jew, and Brittany Furlan have all used social media to achieve massive internet fame. But, American Meme explores, is it worth it?",2018-12-07
2250,7.361,85,False,/nTd0PBJkA1HLM9yImDnRZDzGAwb.jpg,422619,False,/mujCZ3IaCr62dBmmLFYMFQpURwC.jpg,en,Jonathan,[18],Jonathan,6.0,"Jonathan is a young man with a strange condition that only his brother understands.  But when he begins to yearn for a different life, their unique bond becomes increasingly tested.",2018-11-08
2251,4.191,23,False,/dE9e7KwpyLPdwrfMZaE92tZ3tkF.jpg,537138,False,/tALmVciAxoeMIIzr4Nm9QK2JNv7.jpg,en,Twisted,"[53, 10770]",Twisted,6.0,"Kara and  Tyler are close to marriage when Tyler’s dangerous ex-girlfriend returns from rehab, and is adamant on winning him back, pulling Kara into a twisted game of cat and mouse.",2018-05-19
2252,8.589,237,False,/8WTEFOwFBx0mHurnEfv27I0FOe2.jpg,526051,False,/x04SgdgxFGeNk2SLUnv9aXEuzQT.jpg,en,Look Away,"[27, 53]",Look Away,6.0,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.,2018-10-12
2253,10.441,150,False,/j64I3u1wwgPct3stvvKU2ikl14w.jpg,426814,False,/uH5igyrxp7yg01xTEC2RHWQoFHq.jpg,en,The Domestics,"[27, 53]",The Domestics,6.0,A young husband and wife must fight to return home in a post-apocalyptic mid-western landscape ravaged by gangs.,2018-08-23
2254,10.511,162,False,/7iMNvhINYaYwsF1jC5VaDeQ1V70.jpg,476764,False,/kQVo5ECXrTcoMtj8hWbdiqpfPms.jpg,en,The Front Runner,"[18, 36]",The Front Runner,6.0,"Gary Hart, former Senator of Colorado, becomes the front-runner for the Democratic presidential nomination in 1987. Hart's intelligence, charisma and idealism makes him popular with young voters, leaving him with a seemingly clear path to the White House. All that comes crashing down when allegations of an extramarital affair surface in the media, forcing the candidate to address a scandal that threatens to derail his campaign and personal life.",2018-11-06
2255,8.22,100,False,/q9kV78WmrTo4APokemdvqMpUjU4.jpg,451877,False,/6SBWKM0lRWvadzluf1zIj7bYkZU.jpg,en,I Think We're Alone Now,"[18, 9648, 878]",I Think We're Alone Now,6.0,"After the human race has been wiped out, Del lives in an empty town, content in his solitude and the utopia he has methodically created for himself, until he meets young Grace, who wants to stay with him.",2018-09-14
2256,2.893,25,False,/m7prbaNnkmPlW3u87Yf8QYeJeNf.jpg,471515,False,/cncgtWj0PdJhtxFsYtldV3Ubtzm.jpg,en,Adventures in Public School,[35],Adventures in Public School,6.0,A socially awkward home-schooled kid forces his way into public-school against his suffocating but loving mother's wishes.,2018-09-06
2257,4.442,12,False,/bPRhkMdIebDzfKI7zqkIcqU6IUT.jpg,535807,False,/ateuBdm3eKfNArIsY488HZZLX9y.jpg,en,"It's Christmas, Eve","[18, 10402, 10749, 10770]","It's Christmas, Eve",6.0,Interim school superintendent Eve Morgan finds herself in a tough spot when she is assigned to shut down a school's failing music program and must come to terms with here musical past.,2018-11-10
2258,3.272,12,False,/yqvkFTounpgOPQCZjkIczVGVmmD.jpg,521926,False,/tfi2Rpk04jkf2Zm2OdnkLBxnMhk.jpg,en,Welcome to Curiosity,[53],Welcome to Curiosity,6.0,Four interconnected stories surrounding the escape from prison of a notorious serial killer.,2018-05-25
2259,4.124,24,False,/1j3NpA3NMbBKxbEFYYQu1fOGu1T.jpg,460279,False,/4heHJR72gqD5gUTMwRZD8BKg4tN.jpg,en,Midnighters,[53],Midnighters,6.0,"Midnight, New Year’s Eve: when all the hopes of new beginnings come to life – except for Lindsey and Jeff Pittman, whose strained marriage faces the ultimate test after they cover up a terrible crime and find themselves entangled in a Hitchcockian web of deceit and madness.",2018-03-02
2260,18.048,413,False,/253Bw5I3Zj3e2thCThjO7byEUCL.jpg,459910,False,/oTXIEUqVqGTtdpaNEaC8cJwDtfs.jpg,en,Braven,"[18, 28]",Braven,6.0,A logger defends his family from a group of dangerous drug runners.,2018-02-01
2261,6.276,57,False,/o4bJtOuloUb495V2EWeSQC0VXP3.jpg,448565,False,/g1GqixUIWaToIdaqm0Vy1Fxbza5.jpg,en,The Child in Time,"[18, 10770]",The Child in Time,6.0,"A successful writer of children's books, Stephen Lewis is confronted with the unthinkable—he loses his only child, four-year-old Kate, in a supermarket. In one horrifying moment that replays itself over the years that follow, Stephen realises his daughter is gone. Kate's absence sets Stephen and his wife on diverging paths as both struggle with an all-consuming grief.",2018-07-05
2262,10.426,149,False,/jawqGBrUOHyXSyT7HknITUnL98.jpg,421658,False,/doZknFSxaF0lfEDmfPRZFNsfIIJ.jpg,en,Final Score,[28],Final Score,6.0,"When a stadium is seized by a group of heavily armed criminals during a major sporting event, an ex-soldier must use all his military skills to save both the daughter of a fallen comrade and the huge crowd unaware of the danger.",2018-09-07
2263,2.806,11,False,/5RqnH5MMSdYf7puHT8bBnnHlUll.jpg,337426,False,/bZB07JbCD1ALlFgcjHSE3cuRume.jpg,en,Another Time,"[35, 18, 878, 10749, 10770]",Another Time,6.0,"Just because a journey leads you somewhere you didn't expect, doesn't mean you ended up in the wrong place.",2018-04-24
2264,9.632,196,False,/1HpAwszXLsD8GeypDzK0me7fPFA.jpg,506072,False,/3r6e2CfNHvtQ1nlXmfwPV7JM3iN.jpg,en,Prospect,[878],Prospect,6.0,"A teenage girl and her father travel to a remote alien moon, aiming to strike it rich. They've secured a contract to harvest a large deposit of the elusive gems hidden in the depths of the moon's toxic forest. But there are others roving the wilderness and the job quickly devolves into a fight to survive.",2018-10-02
2265,2.865,10,False,/vuuyqGwSAcjfJsVzJTTt0AQXxMl.jpg,535805,False,/eWhbhfD1BoEK4OhiEuJ9PDm3k8A.jpg,en,Love in Design,"[10749, 10770]",Love in Design,6.0,"In need of a shakeup on her home-makeover TV show, star Hannah is sent to her small New England hometown to renovate the historical Lewisburg Manor. When old flame Jeff is assigned to make sure Hannah's design preserves the historical manor, the two must find harmony between the old and the new.",2018-09-15
2266,5.748,18,False,/nHoV8LbrDPGBZp0QSl9S0Jiw4tg.jpg,514407,False,/tP6PJ8iViqz6ksVpxf4JuRmJ2dA.jpg,en,Indivisible,"[18, 10752]",Indivisible,5.9,"Upon returning from serving in the U.S. Army, Chaplain Darren Turner faces a crisis that shatters his Family and Faith in God but through the help of his fellow soldiers, he returns to his faith and family",2018-10-26
2267,7.911,133,False,/51qWwl16Mb0hqorgffCtyENwTPP.jpg,414001,False,/riE6pDN9PGRenopJ8v5hNyJ2kYo.jpg,en,The Mercy,"[12, 18]",The Mercy,5.9,"In 1968, Donald Crowhurst, an amateur sailor, endangers the fate of his family and business, and his own life, blinded by his ambition to compete in the Sunday Times Golden Globe Race, attempting to become the first person in history to single-handedly circumnavigate the world without making any stopover.",2018-02-09
2268,3.195,21,False,/fwIohtH5SMaN9auXpYRcZ6jVzKx.jpg,378631,False,/vKurwZ1vKZZuJlf1KNtRby1r8lQ.jpg,en,Like Me,"[80, 18]",Like Me,5.9,"After posting a video of herself robbing a convenience store, Kiya amasses a huge social media following. A reckless loner, she seeks some form of genuine human connection. Through her travels, she encounters a drifter, an Internet troll and a paint huffing outsider who are all pulled into her circle of chaos, junk food, and drugs.",2018-01-25
2269,3.307,8,False,/pSGONtCLhPuBs5L1yjqLUDptuXB.jpg,550036,False,/saK9BZM3yuyucTz71UrQcVcMg9M.jpg,en,A Midnight Kiss,"[18, 10749, 10770]",A Midnight Kiss,5.9,"With only one week to prepare, Lisa Patterson and her family of party planners are given the biggest job in their company’s history: a New Year’s Eve party for tech entrepreneur Megan Clark. But when her brother breaks his leg and her parents head off on a planned vacation, Lisa must reluctantly enlist the help of her brother’s visiting college buddy, David Campos, to help her pull off the event which just so happens to fall on her favorite day of the year. But what Lisa didn’t plan on was falling in love in the process.",2018-12-29
2270,4.334,14,False,/cngzHQUI0awWycL0XkYhCMEUPS9.jpg,523900,False,/wBFbpryxsZxLFFSMCFuWFuVLHMR.jpg,en,Spivak,[35],Spivak,5.9,"A self-loathing, failed Eastside novelist living in the ‘hipster’ neighborhood of Echo Park in Los Angeles is shocked to find himself falling in love with everything he hates, including a simple All-American blonde girl from the Westside.",2018-05-11
2271,2.381,13,False,/yB6XZYgIRWjbn5vlLCj0PmPNxwW.jpg,525705,False,/nwfraFszPVxfqO0l9m2jiWrgjbU.jpg,en,Ulysses: A Dark Odyssey,"[28, 18]",Ulysses: A Dark Odyssey,5.9,"Taurus City, The United States of Europe, 2023. Uly, a disillusioned soldier riddled with amnesia, returns home from a war in the Middle East, knowing only that he must desperately comb the city to find his beloved wife, Penelope. Fate fills this endless night with a series of chance meetings. Whether it be the wealthy Alcyde, the beastly cyclops Popov, Aeo the Gyspy, or Cici the Sorceress, good or evil that they be, each encounter fills in a missing piece of Uly's memory, so that he can finally face his past.",2018-06-14
2272,4.846,27,False,/9qmyiAMBAF80DdNItPGdG5BcdZV.jpg,387773,False,/cUh0QRrtPLWYHZyw6VpsMijOkhT.jpg,en,Little Bitches,"[35, 10749, 18]",Little Bitches,5.9,A group of friends vow to open their college acceptance letters at the same time during the big end-of -year party.,2018-01-23
2273,7.298,69,False,/rZhUcUkDzgvF0pjEjMZvUsvcUqH.jpg,501630,False,/oskuJKvUMvKz0wnG81B4xcF7bA9.jpg,en,Summer '03,[35],Summer '03,5.9,A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,2018-09-28
2274,2.183,6,False,/w3TyqdywjVQPUBEXiAjXDqMa7OY.jpg,546388,False,/kHH3S3kgbPhYqlHGsJhv6oaxsis.jpg,en,Any Bullet Will Do,[37],Any Bullet Will Do,5.9,"Taking place during 1876 in Montana, a ruthless headhunter tracks his own Brother through Big Sky country with the help of a young fur trapper.",2018-09-04
2275,2.281,6,False,/c9I2WROm3QgR8mr8gRqR9Yo7ASk.jpg,480733,False,,en,Butterfly Kisses,"[99, 27]",Butterfly Kisses,5.9,"A filmmaker discovers a box of video tapes depicting two students' disturbing film project featuring a local horror legend, The Peeping Tom. As he sets out to prove this story is real and release it as a work of his own, he loses himself and the film crew following him into his project.",2018-10-23
2276,3.249,11,False,/uJ8I0jTE3WNa6yIyKG2Tn0vhvxx.jpg,565599,False,/1aoXUIXTnJ3ckApgj2kPAaxshfx.jpg,en,A Christmas for the Books,"[10749, 10770]",A Christmas for the Books,5.9,"Lifestyle guru and romance expert, Joanna Moret, has developed a fool-proof strategy for ending holiday loneliness and it's all detailed in her best-selling book, The Love Audit. After appearing on a morning show, she is offered the biggest opportunity of her career—to throw the MacAllen Holiday Gala—and if all goes well she'll get her own TV show. Little do her fans, or the MacAllen's, know that she is newly single and can't seem to apply her principles to her own love life. Joanna asks the morning show producer, Ted to pretend they are a couple or risk being exposed as a fraud.",2018-12-11
2277,3.265,11,False,/ywyXNBSYECW9HkKNgBkjZUAFBQU.jpg,513460,False,/kuOwQJ9fU50QZeVBfKPOFPosOGq.jpg,en,Catwalk: Tales from the Catshow Circuit,[99],Catwalk: Tales from the Catshow Circuit,5.9,"Meet the fascinating felines and the people who pamper then in this whimsical look at the ins and outs of Canada's competitive cat show circuit, where the claws come out when a Turkish Angora and an adorable fluffy red Persian face off to take home the national award for Best in Show.",2018-05-19
2278,15.462,938,False,/qjnNdjrZIdi7d316SjjkgEjJRSg.jpg,429415,False,/mPNGcX1j5SFeDETkvcJA9POaNx8.jpg,en,Extinction,"[878, 53, 18, 28]",Extinction,5.9,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",2018-07-26
2279,3.87,36,False,/zaj41iC7bRdouW2xnL9shBKR0kl.jpg,537617,False,/oOjIB4nI0Y7oW1ZbNLbpJINYQKQ.jpg,en,The Padre,[18],The Padre,5.9,"American retired Judge Randall Nemes and his hired gun, Gaspar, track down a con man posing as a priest in a small Colombian town only to be thrown off-course by a scrappy 16-year-old girl intent on reuniting with her sister in the United States.",2018-09-28
2280,1.026,5,False,/xXPTMbyZL5h176JhWKW5oGxiKYy.jpg,588346,False,,en,Chief Daddy,"[35, 18]",Chief Daddy,5.9,"Chief Daddy tells the story of billionaire industrialist Chief Beecroft, a flamboyant benefactor to a large extended family of relatives, household staff and assorted mistresses. Chief lives large, like there’s no tomorrow, until the day he dies suddenly and the ‘bullion van’ stops. What’s in his will and who gets all that money? What happens next will surprise you, as Chief Daddy has the last laugh from beyond the grave.",2018-12-14
2281,1.808,5,False,/msVrXbEqVygRrPcbRepwK4i1nws.jpg,513236,False,/yXj3l2eN2eP1888VxbTVG1iJaf9.jpg,en,Something,"[18, 27, 9648]",Something,5.9,"A man and woman are struggling to adjust to life with their new baby. Their situation begins to unravel when they suspect a menacing stranger could be lurking, watching... or even entering their home.",2018-02-28
2282,3.666,19,False,/uozkm1AvcEo8ZKU3UKam06YWmbc.jpg,503758,False,/h858Q0sJwIyePN5p4AgIlN052wF.jpg,en,Most Likely to Murder,[35],Most Likely to Murder,5.9,"Billy, the coolest kid in high school, comes back to his hometown 15 years later to find he’s no longer cool and the girl he still has feelings for now dates the former town outcast. Billy becomes obsessed with proving the outcast is a murderer.",2018-03-12
2283,3.017,9,False,/AhLggDUCs1li1378A77If4qfXyg.jpg,541099,False,/vKdMFj3s7MaW1RnR36evGzRvpjS.jpg,en,DeadTectives,"[35, 27]",DeadTectives,5.9,"A team of reality TV paranormal investigators go to Mexico's most haunted house in the pursuit of better ratings. However, when the true dark secrets of the mansion begin to reveal themselves, the hapless team quickly discover that this house is no hoax. With zero genuine ghost-hunting experience, they have to figure out how to stop the ghosts and escape the house with their lives.",2018-10-01
2284,3.051,9,False,/tb4ionEYOMl8GYA7Mvh6gkMa2Js.jpg,521113,False,/mfeB5tJstw4aaUET09djhum1B34.jpg,en,Black Site,"[28, 27]",Black Site,5.9,"80's inspired John Carpenteresque Action. A young woman is forced to push past her worst fears and battle to deport an ancient entity back to where it came from. Set inside an underground military base known as The Artemis Black Site, the movie mixes an Escape From New York style survival story with Lovecraftian elements and large scale mythology building.",2018-08-27
2285,6.84,22,False,/gl3vhGEIQ6MuilrKGoZOSBlvoz1.jpg,502259,False,/4h2kxmvadQ8yMqnoiXskrclN7VM.jpg,en,A Wizard's Tale,"[12, 16, 35, 14, 10751]",A Wizard's Tale,5.9,"Balloon kingdoms, dopey police dragons and happy wizards are exactly how Terry remembered his Grandmother's whacky fairy tales. Except they are real and it's definitely not as 'cheerful.'",2018-03-01
2286,2.992,13,False,/5n55EHVgNMKgXnfVrrA5GDLQ6lj.jpg,553903,False,/k4fONqniV20vCzuCnFuRD6hGZW0.jpg,en,Yellow Is the New Black,"[16, 35, 80, 10751]",Yellow Is the New Black,5.9,Short film taking place during the events of Despicable Me 3 (2017).,2018-08-11
2287,2.952,31,False,/9cQ4k9PN29QSwzf6BAmhAfF94gT.jpg,467916,False,/atRuA3msCzxo5Jm4spY6AJHhIKo.jpg,en,Allure,"[53, 18, 10749]",Allure,5.9,"Plagued by the abuse of her past and the turmoil of failed intimate encounters, Laura struggles to find a lover and a sense of normalcy. Her beacon of hope comes in sixteen year-old Eva, a talented pianist disillusioned by the life her mother imposes upon her. An unlikely relationship is formed between the two and Eva becomes an obsession to Laura. In light of Eva's unhappiness, Laura convinces her to runaway to her house and they soon find themselves caught within an intense entanglement. Manipulation, denial and codependency fuel what ultimately becomes a fractured dynamic that can only sustain itself for so long.",2018-03-16
2288,14.256,385,False,/dxeVPklFwng2IowqRPNI4od6aXv.jpg,340022,False,/cYE68RGfVDk3u435mKEVb8jD1GT.jpg,en,Gringo,"[28, 35]",Gringo,5.9,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,2018-03-08
2289,1.696,4,False,/uu3fGgcJnXkFFlQdJVG7QKt605o.jpg,517060,False,/vCZiv5c0aAOIo4f2aiJdqqoTPpz.jpg,en,Twin Betrayal,"[10770, 53]",Twin Betrayal,5.9,"A struggling single mother, in the midst of a fierce custody battle, is framed for the murder of her wealthy father by her ambitious identical twin",2018-04-08
2290,3.741,8,False,/lguug8k8l7J6RJgaauTsmMH23LE.jpg,478426,False,/A6yKgWcPsPerUCx51GVmJoSFMyC.jpg,en,"Westwood: Punk, Icon, Activist",[99],"Westwood: Punk, Icon, Activist",5.9,"The remarkable story of iconoclastic fashion designer Vivienne Westwood as she fights to maintain her brand’s integrity, her principles and her legacy.",2018-03-09
2291,9.368,722,False,/p7m3sSQhnoT2uuxUsxF4mQX6opr.jpg,521935,False,/aFabIYJSWt6mycYmCiSiJqkdFHX.jpg,en,Cam,"[27, 9648, 53]",Cam,5.9,A young camgirl discovers that she’s inexplicably been replaced on her site with an exact replica of herself.,2018-10-01
2292,6.702,75,False,/iHrNKFoG3XOy5oPygR90TR5nfJt.jpg,503752,False,/ebcNmjWoq14VSnfj9wM87uJ1blQ.jpg,en,What Keeps You Alive,"[53, 27]",What Keeps You Alive,5.9,"Majestic mountains, a still lake and venomous betrayals engulf a female married couple attempting to celebrate their one-year anniversary.",2018-01-04
2293,5.571,141,False,/nQYX248aotb6ma6QxJ14utYEYoD.jpg,451563,False,/ai16vB3j857Ilmebz8WmjxHqesA.jpg,en,Happy Anniversary,"[10749, 35]",Happy Anniversary,5.9,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.,2018-03-30
2294,3.235,24,False,/1c8aVdTwIMLR3LjypS6fRmvVCZ0.jpg,420915,False,/vj0hnbPo4QM4Oh8ixTX0SEhvTse.jpg,en,Yardie,[80],Yardie,5.9,"Jamaica, 1973. When a young boy witnesses his brother’s assassination, a powerful Don gives him a home. But 10 years later, when he’s sent to London, his past catches up to him.",2018-08-31
2295,9.309,879,False,/xm0QJ3eumZ5LSewpYKQe6KfwWRW.jpg,463053,False,/nHtagbQtCQGlenIts2z5MCAFC30.jpg,en,Ibiza,"[35, 10749]",Ibiza,5.9,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,2018-05-25
2296,4.099,8,False,/68GTQgUguOfoOw0h1LHNfXk1kU6.jpg,565926,False,/fMg3k6jyoJFPC2MvwUDeza3xh5K.jpg,en,A Christmas in Royal Fashion,"[18, 10749]",A Christmas in Royal Fashion,5.8,"Kristin Cooper, a talented assistant for a global PR firm, is put in charge of the annual Christmas fashion show and auction for clothing entrepreneur, Mr. Carson. A handsome young royal, Prince Patrick, is dispatched by his father, the King of Edgemoor, to be the face of the family co-sponsored event. Upon his arrival to Beverly Hills, Patrick meets Kristin and is instantly smitten with her, mistakenly thinking she is actually her boss, Melanie. While Patrick and Kristin spend the Christmas season together in California, she wonders if Patrick would have still fallen for her if he knew she was an assistant, and not the boss.",2018-12-16
2297,1.518,7,False,/w8Kj9At2DwcoPoMFuUnoy12AWje.jpg,521041,False,/b0zmS6hQ7ulpfxl9L5SnzS6i4F7.jpg,en,Hari Kondabolu: Warn Your Relatives,[35],Hari Kondabolu: Warn Your Relatives,5.9,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",2018-05-08
2298,2.759,20,False,/ocNctwT6ePRtzWPi3Tqqog5h7NM.jpg,532645,False,/vnU60ruIOvTYRJ2WI9pWOrIwBFS.jpg,en,Lifechanger,"[27, 53]",Lifechanger,5.9,A murderous shapeshifter sets out on a blood-soaked mission to make things right with the woman he loves.,2018-10-01
2299,4.008,13,False,/9PfD2e5duy0bMmN0cwMWUZcqA4m.jpg,525456,False,/hMsSDKcFLb0zBvDOUwlHuGP8EZf.jpg,en,Love at First Dance,"[10749, 10770]",Love at First Dance,5.8,"Hope is tasked with teaching Manhattan's former ""Most Eligible Bachelor"" how to dance for his extravagant, society wedding. But as the dance lessons progress, complications ensue when feelings begin to develop between student and instructor.",2018-06-16
2300,14.582,783,False,/xhBTO9n3fxy3HJt7WlR9h9vvVmk.jpg,396806,False,/arYvUXhpNRU2GQQut67P5cR0c5m.jpg,en,Anon,"[878, 53]",Anon,5.8,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",2018-05-03
2301,6.219,19,False,/zs9wcNHidBPhcTmiWzXuFam823v.jpg,454033,False,/cOJQl06smNyNZKLf190TNJ1Y1ni.jpg,en,Swinging Safari,"[35, 18]",Swinging Safari,5.8,"1975: A 200-ton blue whale gets washed up on a local beach and the kids think it’s the biggest thing that’s ever happened in Australia. Behind closed doors, the Mums and Dads of a quiet suburban street are going to celebrate in their own special way, by joining the sexual revolution and throwing a wife-swapping key party.  And like the rotting whale, it’s all about to go spectacularly wrong.",2018-01-18
2302,6.658,73,False,/2YFCAAZUUpj66gLAMqRhwpY1U34.jpg,418667,False,/w5morHdxqTJEser8b2rW4ZQuCgY.jpg,en,Dear Dictator,[35],Dear Dictator,5.8,"When political turmoil forces a British-Caribbean dictator to flee his island nation, he seeks refuge and hides with a rebellious teenage girl in suburban America, and ends up teaching the young teen how to start a revolution and overthrow the ""mean girls"" in her high school.",2018-03-16
2303,12.825,500,False,/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg,438590,False,/l1nYo0yzKjf84atnBDbx0do16vQ.jpg,en,A-X-L,"[28, 12, 878, 10751]",A-X-L,5.8,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,2018-08-23
2304,4.205,25,False,/t612LkZOGzpP9VRpSodI7R9S00K.jpg,385955,False,/zaylSKblH0H3J05lQpmIDv3wue5.jpg,en,Where Is Kyra?,[18],Where Is Kyra?,5.8,"Pushed to the brink after losing her job, a woman struggles to survive. As the months pass and her troubles deepen, she embarks on a perilous and mysterious journey that threatens to usurp her life.",2018-04-06
2305,5.081,34,False,/ucZnGl4GJoTuIoJV2cX74k0WfK3.jpg,533550,False,/lPNIcV5ozPiYsjMdkjDBLALVMHE.jpg,en,Breaking & Exiting,[35],Breaking & Exiting,5.8,"Harry, a charming house thief, gets more than he bargains for during an attempted burglary when he stumbles upon Daisy and decides to save her from herself, sending both of them into a darkly comedic journey of self discovery and love.",2018-08-17
2306,3.955,6,False,/csO7vwilnOCSzUTUhincxfrnewX.jpg,587928,False,/2Pe8PYN913vqut3RGpm3SUYxlG7.jpg,en,Violentia,"[18, 878, 18]",Violentia,5.8,"After a random school shootout leaves a scientist's daughter and the shooter dead, he uses nano-robots to look into a psychopath's memories to find reasons for violence and a way to treat it.",2018-04-28
2307,2.866,6,False,/7eXPgPhYoCSzRhJQQAGWHw7ExaF.jpg,559740,False,/9zYeSQjZRwZN2GMqwmkTnWDooZy.jpg,en,Krampus Origins,[27],Krampus Origins,5.8,"The first World War rages on when a group of American soldiers find a mysterious artifact that can summon the ancient evil of the Krampus. After the men are killed in action, the artifact is sent to the commanding officer's widow who is a teacher at a small-town orphanage. The orphans accidentally summon the Krampus and the teacher, and her pupils are forced to battle this ancient evil.",2018-11-06
2308,2.454,6,False,/y0QXD8zSxpBsyQSKN9mg5diYexV.jpg,559578,False,/fyGsmCm6op6c90WVYxhGxziOp3P.jpg,en,Alone We Fight,[10752],Alone We Fight,5.8,"Facing mounting odds, a small but determined band of American soldiers venture into dangerous enemy territory on a mission to stop an advancing German unit from breaking through the Allied line.",2018-11-06
2309,2.602,6,False,/kpDddo9DobOHp0VkHEsEkkbF6vw.jpg,544295,False,/v9MDLsU0KhEXWJNJoUXklgYsZV0.jpg,en,D.L. Hughley: Contrarian,[35],D.L. Hughley: Contrarian,5.8,"Comedian D.L. Hughley riffs on politics, ""Black Panther,"" his upbringing and more in a rapid-fire stand-up show at Philadelphia's Merriam Theater.",2018-09-18
2310,1.874,6,False,/z6hAQUgJcpnf3abXezg3Hq4AUSP.jpg,512701,False,/uO2aOTNkBVq4iFok1BY6pilRFIC.jpg,en,Ghost of Camp Blood,[27],Ghost of Camp Blood,5.8,"For years, the infamous Blackwood Forest was terrorized by the Camp Blood Killer. Now, the killer is back as a vengeful spirit seeking revenge from beyond the grave.",2018-02-27
2311,3.026,12,False,/ehuqV44fOEh7Ob5oBIXuV9ZU4p2.jpg,499155,False,/sWDHRLzn0XhXpDfkBEMndBM9S6i.jpg,en,Touch Me Not,[18],Touch Me Not,5.8,"Together, a filmmaker and her characters venture into a personal research project about intimacy. On the fluid border between reality and fiction, Touch Me Not follows the emotional journeys of Laura, Tómas and Christian, offering a deeply empathic insight into their lives. Craving for intimacy yet also deeply afraid of it, they work to overcome old patterns, defense mechanisms and taboos, to cut the cord and finally be free.  Touch Me Not looks at how we can find intimacy in the most unexpected ways, at how to love another without losing ourselves.",2018-10-05
2312,1.733,6,False,/7PuWnZhNZ1NNDW8pv29MgozNXwq.jpg,462440,False,/iWf7l6O4KXNxEMLt8Wz0cHjMttZ.jpg,en,Seat 25,"[18, 878]",Seat 25,5.8,"Faye Banks is lost in a world in which she doesn’t belong. When her imagination leads her to enter a competition to win a one way ticket to Mars, the consequences will change her life forever.",2018-10-20
2313,11.444,154,False,/dN0sWOHqGgOiK3m539Vl4jTucW2.jpg,550385,False,/ucxZjbETyOC9gAP2oEHwwZv1wko.jpg,en,Christmas with a View,"[10749, 10751]",Christmas with a View,5.8,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",2018-11-01
2314,3.066,32,False,/e31ZIcE0vIyhc3BzRng7HMZKlnt.jpg,475007,False,/8uiGnZU7k5oCo1N9gM8ewx4c3Ar.jpg,en,The Escape,[18],The Escape,5.8,An ordinary woman makes an extraordinary decision which will change her life forever.,2018-04-25
2315,2.579,12,False,/7gR58YkpMHSayezpDrTvJu86QNT.jpg,540486,False,,en,Garage Sale Mysteries: The Mask Murder,"[9648, 10770]",Garage Sale Mysteries: The Mask Murder,5.8,"When Jennifer buys a storage locker at auction, she discovers a dead body inside - along with a mask matching the deceased woman.",2018-08-12
2316,7.396,11,False,/sYq809WTep01HO5oJR9o9VbEDJv.jpg,455842,False,/2Djp1gHsUsbf2YpvyoihXecGXPi.jpg,en,Elliot: The Littlest Reindeer,"[16, 10751, 12]",Elliot: The Littlest Reindeer,5.8,"When Blitzen announces his retirement on December 21st, a miniature horse has 3 days to fulfill his lifelong dream of earning a spot on Santa's team at the North Pole try-outs.",2018-11-08
2317,6.878,57,False,/zokQMbuBst9z0dP5UKi9EkCSSnV.jpg,502385,False,/b3oAuzWkJ120zXQ32dWUtZ1cc2F.jpg,en,The Festival,"[35, 10402]",The Festival,5.8,"After Nick's girlfriend dumps him, his best mate Shane has the perfect antidote to his break-up blues: three days at an epic music festival.",2018-08-14
2318,3.199,8,False,/lbKLRLCc9pQQ40uTSQ4GbXvz4ls.jpg,308805,False,/vGYNRtE2LOFzL1LGc3fzZ21xLFG.jpg,en,I'd Kill for You,"[35, 18, 10749]",I'd Kill for You,5.8,"The love story of a young man and the singing, suicidal femme fatale who leads him on a topsy-turvy search for his long lost-evil brother. As he gets closer to finding the truth he must decide who to trust and what to believe.",2018-04-17
